dataset_id,year,regional,local,latitude,longitude,effort,study_type,data_pooled_by_authors,data_pooled_by_authors_comment,sampling_years,alpha_grain_m2,alpha_grain_type,alpha_grain_comment,gamma_bounding_box_km2,gamma_bounding_box_type,gamma_bounding_box_comment,gamma_sum_grains_km2,gamma_sum_grains_type,gamma_sum_grains_comment,realm,taxon,comment,comment_standardisation
molina-martinez_2016,1988,"Sierra de Juarez, Mexico",2400,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,1988,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,2010,"Sierra de Juarez, Mexico",2400,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,2010-2011,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,1988,"Sierra de Juarez, Mexico",3000,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,1988,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,2010,"Sierra de Juarez, Mexico",3000,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,2010-2011,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,1988,"Sierra de Juarez, Mexico",600,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,1988,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,2010,"Sierra de Juarez, Mexico",600,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,2010-2011,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,1988,"Sierra de Juarez, Mexico",800,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,1988,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
molina-martinez_2016,2010,"Sierra de Juarez, Mexico",800,17.6166667938232,-96.4000015258789,18,resurvey,TRUE,Sites were sampled repeatedly in 2010 and 2011. Effort is standardised between sites,2010-2011,2500,sample,500m fixed transects,345,box,area of the box covering the sampling points,0.36,sample,area of sampled transects times the number of visits times the number of localities in the region,Terrestrial,Invertebrates,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010-2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010-2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010-2011 field observations spanned 99 days: each site was surveyed on 18-24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",
prach_2018,1966,Bohemian Forest,all_sites,48.9000015258789,14,156,resurvey,TRUE,"Plots were sampled only once per period 'For the resurvey, we selected 156 plots (Figure 1) sampled between 1955 and 1980 (median sampling year was 1966 and interquartile range was 1960–1973)[...]We resurveyed the plots in 2009–2011' ",1955-1980,500,sample,vegetation plot,2500,functional,Bohemian Forest - given by the authors,0.078,plot,area of sampled plots,Terrestrial,Plants,"Extracted from prach_2018. Methods: 'For the resurvey, we selected 156 plots (Figure 1) sampled between 1955 and 1980 (median sampling year was 1966 and interquartile range was 1960–1973) and with at least about 40-year-old canopy trees at the time of both surveys. The age was assessed from detailed forest management plans. To relocate these plots, we used geographic coordinates of the plots[...]We resurveyed the plots in 2009–2011 in the same part of the vegetation season according to the date when the original plot was recorded and used the same plot size of 500 m2 as in the original survey. Within each plot, we recorded all vascular plant species and estimated their percentage cover' Effort is the number of historical sites that were resurveyed.",
prach_2018,2009,Bohemian Forest,all_sites,48.9000015258789,14,156,resurvey,TRUE,"Plots were sampled only once per period 'For the resurvey, we selected 156 plots (Figure 1) sampled between 1955 and 1980 (median sampling year was 1966 and interquartile range was 1960–1973)[...]We resurveyed the plots in 2009–2011' ",2009-2011,500,sample,vegetation plot,2500,functional,Bohemian Forest - given by the authors,0.078,plot,area of sampled plots,Terrestrial,Plants,"Extracted from prach_2018. Methods: 'For the resurvey, we selected 156 plots (Figure 1) sampled between 1955 and 1980 (median sampling year was 1966 and interquartile range was 1960–1973) and with at least about 40-year-old canopy trees at the time of both surveys. The age was assessed from detailed forest management plans. To relocate these plots, we used geographic coordinates of the plots[...]We resurveyed the plots in 2009–2011 in the same part of the vegetation season according to the date when the original plot was recorded and used the same plot size of 500 m2 as in the original survey. Within each plot, we recorded all vascular plant species and estimated their percentage cover' Effort is the number of historical sites that were resurveyed.",
van-der-berge_2019,1974,"forest, Turnhout",all_sites,51.3166656494141,4.94999980926514,20,ecological_sampling,FALSE,,,60,sample,25 to 150 m2 for hedgerows and 60 to 150m2 for forests,56.06,administrative,area of the municipality of Turnhout,0.0012,plot,area of sampled plots,Terrestrial,Plants,"Extracted from table 1, DOI: 10.1111/avsc.12424. Methods: 'A representative part of the vegetation was recorded via plots varying between 25–150 m2 and 60–150 m2 for hedgerows and forests, respectively.'",
van-der-berge_2019,2015,"forest, Turnhout",all_sites,51.3166656494141,4.94999980926514,20,ecological_sampling,FALSE,,,60,sample,25 to 150 m2 for hedgerows and 60 to 150m2 for forests,56.06,administrative,area of the municipality of Turnhout,0.0012,plot,area of sampled plots,Terrestrial,Plants,"Extracted from table 1, DOI: 10.1111/avsc.12424. Methods: 'A representative part of the vegetation was recorded via plots varying between 25–150 m2 and 60–150 m2 for hedgerows and forests, respectively.'",
van-der-berge_2019,1974,"hedgerows, Turnhout",all_sites,51.3166656494141,4.94999980926514,54,ecological_sampling,FALSE,,,25,sample,25 to 150 m2 for hedgerows and 60 to 150m2 for forests,56.06,administrative,area of the municipality of Turnhout,0.00135,plot,area of sampled plots,Terrestrial,Plants,"Extracted from table 1, DOI: 10.1111/avsc.12424. Methods: 'A representative part of the vegetation was recorded via plots varying between 25–150 m2 and 60–150 m2 for hedgerows and forests, respectively.'",
